,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,
12321,1060,23,So many compliments,"All of my friends loved these pants- as did i! these are so gorgeous. the sequins seem well stitched. the small fit me well- hanging straight as pictured, not too snug or uncomfortable. they hit me at the ankle. there are back pockets.",5,1,2,General Petite,Bottoms,Pants,
16277,1181,71,,"All t-la's are great. but this one style is my fave. very comfortable, chic, and washes well! i got the grey, but i'm back to get more colors!",5,1,1,General Petite,Tops,Knits,
11108,872,42,"Super nice, can use as is or layer it","All the colors are beautiful, the white is a true white. i got the gray one. it runs large, so i would recommend sizing down, unless you plan on layering using thicker fabrics underneath.",5,1,0,General,Tops,Knits,
7343,863,63,A whole closet of this shirt,"All the positive reviews are right - the shirt is great! something not entirely obvious from the online photos is that there is a slit on both sides of the shirt. makes it even more comfortable and flattering. i wasn't sure how i was going to style this for the winter before i received it but as soon as i put it on i had plenty of ideas. it looks particularly great with a chunky scarf, leggings, and boots. it looked great with a close fitting turtleneck underneath. it really can be dressed up or",5,1,0,General,Tops,Knits,
369,895,39,Positively agree,All the rave reviews are true!  this vest is plush and funky and i love wearing it. i'm having fun figuring out different outfits to wear with this. this is a great three season layering piece and i'm thrilled i was able to get it on sale.  my only regret was the lack of a petite selection.,5,1,0,General Petite,Tops,Fine gauge,
4648,829,34,The reviews tell the truth,All the reviews have said the truth. this shirt is absolutely adorable in terms of the top. but you will definitely need this tailored at the waist. give it a little more taper at the seams to suit a woman's curves. it seems almost funny they didn't do it to start with given the really feminine details on this shirt with the lace and the sleeves...,4,1,1,General,Tops,Blouses,
9073,1123,21,Feels amazing!,"Almost perfect! this jacket doesn't have that weird vegan smell. it's soft, smooth, and very high quality. this jacket is also a nice surprise for us busty ladies. i'm a 32ddd and the m fit nicely, no squishing (as the other reviewers have said, the chest has room!). 



i got the gray, and i loved it it's soft tint. i returned it because the lower band of the jacket sits right at my widest part of my torso, my post-baby belly. the jacket is sort of short like a peplum, and i want to hide the st",4,1,3,General,Jackets,Outerwear,
7480,1020,62,The perfect skirt,"Almost the perfect skirt! great colors,super cute fit,very flattering,great length,very versatile. only issue was size; normally a solid 10, i ended up a full 2 sizes smaller. very stretchy and comfortable,just try it on first or order a couple of sizes. go down at least 1 size. as others have said...pilcro strikes again,its such a great brand with the most flattering shapes and fabrics.",5,1,0,General,Bottoms,Skirts,
17614,1021,43,Great skirt but bad craftmanship,"Already got a lot of compliments on the first day i wore this skirt. great fun shape, very flattering. however, the 2 panels were sewn using some type of hard/plastic thread which becomes very itchy when you sit down (you can literally feel it through the liner and i'm concerned that over time it might actually rip it). very poor attention to details...",3,1,0,General,Bottoms,Skirts,
17953,984,37,Omg yes!,"Alright ladies...this jacket!! its even better than it appears online. the green anorak fabric has a little stretch to it and is super comfortable. because of the stretch, i was able to do a large instead of my normal xl. but the real show stopper is the fringed sweater. it is gorgeous. it lays beautifully open or closed and is so soft and warm. the design has so much detail to it. there is also this amazing tie in back so you can cinch the waist if you want. this jacket will look amazing with a",5,1,1,General,Jackets,Jackets,
15096,881,21,Pretty but the doesn't fit right.,"Alright, so i really love this shirt. but i am having it taken in to fit me. i weigh 110 and am 5 foot 3 and pretty petite, and this shirt is too big on me and i got an xs. i didn't wanna get xxs and am glad i didn't because i think it would be too short. i'm going to keep the shirt, but it is too big on me, it puffs out in the front and some in the back when you stand certain ways and i need to have it taken in, or else it isn't as flattering as it should be. the material is awesome and i love",4,1,4,General,Tops,Knits,
21996,1084,39,"Pretty, thinner fabric than expected","Also, a little on the bigger size, i ended up not keeping the xs petite, as i felt it was a little loose and long (would have been more flattering on me a tad narrower and a bit more above my knee. colors are really pretty and so is the pattern. very comfortable and light. 



xs petite bog on 115 lbs, 30 dd, 26.5 in wasit.",4,1,0,General,Dresses,Dresses,
5183,927,39,A tad scratchier than most,"Also, does run big, though i felt te xs seemed fine (usual size is xs). passed as there were better options, runs big,but mostly, it was scratchy. beautiful color and design, however.",4,0,0,General,Tops,Sweaters,
21427,200,59,"Beautiful graphic design, very small!","Although $$$$$ i want to support usa products and am so glad retailer continues to add these options .i also decided to splurge with family coming home for the holidays, a way to stay in pajamas but still look dressed. i am only 5'2"" and these were just longer than capri length, more like the close-up view online. to get them ankle length you would have to push them way down on your hips, not sure how the tall model did that! i am 106 lbs and considered exchanging the xs for an s, these run",4,1,6,Initmates,Intimate,Sleep,
11808,1079,57,,Although beautiful colors this eyelet dress is quite heavy and the buttons have no give- one of them literally cracked when i tried to unbutton it. unbuttoning it was difficult due to the tight weave. it just misses the mark and will be going back.,1,0,27,General,Dresses,Dresses,
16841,1104,29,Buy if you have no fat,"Although i am small (size xs on top, 27 waist) this dress is not flattering if have any fat on your body....i would not recommend it.",3,0,0,General,Dresses,Dresses,
7273,1035,47,Disappointed,"Although i bought 2 sizes down from my regular size, they were still big and, made my derriere look flat. i would have kept them as weekend kick-around jeans, but the flat behind just made them a must return.",3,0,0,General Petite,Bottoms,Jeans,
13321,930,74,Great sweater,"Although i find $150 a little pricey for a sleeveless sweater, buy it. i bought a size medium which fits me exactly. it is an off-white, which is what i wanted. i will be wearing it with a sweater skirt, for the ""sweater dress"" look. it is comfortable and versatile-also with a jacket.",5,1,4,General,Tops,Sweaters,
7818,867,47,Hanging in my closet,"Although i haven't worn it yet, it is very soft and functional. i will watch how i wash it so it stays that way.",5,1,0,General Petite,Tops,Knits,
14677,1072,57,Not what i expected,"Although i love retailer, this product isn't the quality or presentation i expect from them. the dress arrived stuffed into a small plastic bag and was a crumpled mess. the fabric wasn't soft and fluid as i expected, but rather was stiff and a little scratchy. i purchased the ecru version, which was also slightly darker than the photo showed. i returned the dress and will keep looking.",1,0,3,General,Dresses,Dresses,
1381,946,54,,"Although i love the soft feel of the sweater, the zig zag design was very unflattering. also, the length is much shorter than appears in the picture. i will be returning it.",2,0,0,General,Tops,Sweaters,
3247,1054,55,This product is too hip,"Although i loved it i feel like its too hip for me! love the material, style, just doesn't look right on me!",5,1,1,General,Bottoms,Pants,
19422,873,27,Flattering shirt,"Although i was worried it wouldn't live up to its sticker price, i'm glad i bought this shirt. it is extremely flattering in the way it drapes. the lace details make it seem dressy and special. the fabric feels luxurious. sleeves are almost too short for my long arms, but they are good enough.",5,1,0,General,Tops,Knits,
2196,1086,46,Run don't walk to buy this,"Although i wish this was not so dark blue for summer, it is the most fabulous cut, super sexy with the tie neckline and love the side pockets... and did i mention the fabric is ridiculously soft? i just wish it was more of a blue denim blue but nonetheless, i could not walk away from the store without this. i am 5'9, 142 lbs and medium fit me perfect for length in the leg.",5,1,4,General Petite,Dresses,Dresses,
9125,870,37,,"Although i'm returning, this is a cute top. the embroidery design on the front isn't really my style. it's a bit aztec-y for me.",4,1,1,General,Tops,Knits,
6930,860,41,Unique white top,"Although it kind of ran big and the material is stiff causing some protrusion off my shoulders, i decided to keep it only because it was unique and still looked cute",4,1,0,General,Tops,Knits,
1169,1060,46,Feminine,"Although it may not look like it takes on a shape - what a wonderfully flattering jumper. was intrigued from seeing it in the catalog and had to try it on in the store -- i was unsure how the middle would appear. but it fit, wonderfully feminine, looking forward to the summer.",5,1,2,General Petite,Bottoms,Pants,
20667,864,32,Love this!,"Although it was a bit of a battle with my bra straps, it was completely worth it for date night. hot shirt! very comfy and quality fabric. next time, i may just pin or tape my straps...",4,1,3,General,Tops,Knits,
4225,624,33,,Although not the highest quality of clothing i've ever received from retailer they are still comfy.,4,1,0,Initmates,Intimate,Lounge,
3585,903,50,Cute and simple,"Although seemingly simple, this hooded sweater top is actually versatile. wear with jeans or leggings, even a skirt. wear over a cami, tank or even sleeved top. i do like the delicate nature of this piece and it does appear to be made well enough to be durable. would recommend.",5,1,0,General,Tops,Fine gauge,
3393,860,55,Love the design,Although the blouse is pretty it did not fit me well. i downsized two sizes and it still didn't hang well on my body. i think it looks great on the model and would probably look better on a thinner person. i am disappointed it did not work out and i will be returning it.,3,0,0,General,Tops,Knits,
9858,944,36,,"Although the design and quality were great, this did not work for me. it was boxy, square and overwhelmed my petite frame. if you are taller, or have a longer torso, this may be a great basic staple for your wardrobe.",3,0,0,General,Tops,Sweaters,
13422,1094,28,Very flattering,"Although the dress is heavy like other reviews mentioned, it is sturdy enough to not be see through and the material is extremely soft. i am currently an xs or small in nearly all retailer clothing however a d cup bra, i think that if you are a smaller person the dress may be too much to carry, but for those of us that find it is sometimes hard to get a great fit on top and still fitted through the waist ...it is perfect! many compliments & the hem is so fun...also other reviews mentioned the bow",5,1,0,General Petite,Dresses,Dresses,
