"ID","question","questionType"
68876,"I read question about using the glasses to listen to music on the iPhone 4s. Are the glasses full functioning for calls. I also use my phone for navigation. Will I be able to hear turn by turn navigation?",1
92588,"how long are they?",0
84573,"Will this work with stereo headset bought 1990 to use in new computer speaker jack?",1
32230,"Does this phone use a SIM card?",1
104215,"Is the case plastic or metal?",0
79823,"will this hold a straight talk LG phone",1
106818,"Will this work with a Verizon ellipsis 7?",1
67567,"I bought my case a few month back, I think 5, and the thin edge over the volume control cracked in the center. Is there any sort of warranty?",1
21473,"Will this work in a Frigidaire ES340 gas range",1
62712,"Will it work on a Galaxy S5?",1
82733,"does it come with a button cover?",1
7235,"Is this a loose leaf or powder?",0
59872,"Just purchased a Verizon Lucid 3 Edge phone. My bluetooth not working with this phone. Will this one work with it?",1
78291,"I ve had this 5k limeade awhile and I find it stops charging my phone when my phone screen auto turns off. Very impractical. No fix/workaround?",0
80863,"Is it GSM???",1
30951,"Does this come with multiple sizes of the rubberized ear buds (S/M/L)?",1
55432,"Where s the serial number on the box",0
86126,"I have a Samsung Flight 2 cell phone. Do you think it will fit on that? Or at least on a 3DS?",0
46751,"I have an XT1080 Droid Maxx it has one input connector on the bottom. This dock shows 2 on the side???",0
95386,"Does or can this phone float? If not, is there a floating case you know of?",0
1079,"Cupcakes: How many cupcakes can you fill with one packet?",0
18610,"How many ounces is it?",0
110979,"Does the case snag in your pocket or on clothes?",0
50494,"is this compatible with TMobil samsung Galaxy s2 and will it charge on their battery charger?",0
28091,"Does this oven have a cooling fan to keep the electronic controls cool when baking (not the convection fan)? If so, is that fan loud?",0
27281,"Does the washer come with hoses for water and drain? Three hoses? Thanks!",0
50971,"I bought this device 4 months ago and i have enjoyed it. However, yesterday it began disconnecting from my iPhone after about 3-5 mins. What s wrong?",0
59213,"does it work on Iphone 4s",1
65066,"Is the battery that is included with the stand an OEM battery?",1
52413,"Does this phone work with a shortel 230?",1
38417,"What is the warranty?",0
27672,"how much $ for both part #2159080-fridge, and freezer part #2159081 black gasket seals for whirlpool?",0
26026,"Does it use the same amount of dish detergent as the largerdishwashers? Can you use the dish detergent pods?",0
79854,"Can the phone be rotated from vertical to horizontal... meaning ... can the device accommodate a landscape view of the phone?",1
94341,"is this case water proof? if i go to the beach I can bring to the water with me ?",0
14506,"how much sodium in this sauce?",0
102166,"does it include the strap?",1
68472,"Can you use my existing Spigen phone cover and film protector for the Glass?",1
69453,"WHAT DOES FLASHING BLUE RED LIGHT MEAN?",0
30063,"can this tip be used with the 4 G Samsung?",1
58861,"Matte or shiny?",0
99993,"can this phone used in jamaica",1
26299,"Will this unit extend to fit a 9 foot ceiling?",1
93648,"How can you know what is the battery level?",0
112439,"Would this work with the Galaxy S5 Active?",1
33073,"Does it work with SGH-T201 (a 2009 model)",1
36824,"I need to replace a charging cord for a Mophie Juice Pack Plus Case and Rechargeable Battery for iPhone 4 &amp; 4S Retail Packagingpurchased 8/31/13",0
52151,"Will it charge a EB504465yz battery?",1
108146,"Is this screen kit compatible with model A1429",1
9837,"Is there alcohol in this group ?",1
50383,"Can I plug this into a USB port in my truck to keep it powered up and can I stream music on it from my iPhone5s?",0
75242,"does it come with a case to hold the charger &amp; ubs attachments if they come with the charger.",1
35081,"Mine just arrived and the phone is powered up. However, it won t go into sleep mode. It acts like it will, but wakes up immediately.",0
96256,"What are it s measurements?",0
91563,"If sound of this headphone is loud the surrounding people can hear the sound specially if I use it in the library which quiet area?",0
14308,"Once opened does it need to be refrigerated?",0
44439,"can you use this for an android LS phone?",1
100117,"if I lose my keys, will it tell me where to find them?",1
19880,"Is this just for small spaces (like a cigar humidor or guitar case) or can one use this for small rooms (12 x 15, for instance)?",0
53473,"What is the difference, if any, between the SMH10-10 and SMH10-11?",0
41798,"Do you have any feedback from people who wear glasses? Most headsets are uncomfortable for me.",1
67598,"Some say it will fit an Otterbox case (type not specified) &amp; others say no. Has anyone tried it with an Otterbox Commuter case?",1
6470,"looking for the dark chocolate raspberry orange",0
82936,"Is the dark blue really dark blue? It looks like light blue in the pic.",1
65524,"Does it fit the lifeproof case as well?",1
56652,"Where does it ship from?",0
72013,"this cell work in Brazil???",0
53051,"Is this compatible with the galaxy s4?",1
52719,"Does this have credit card slots?",1
60610,"Will iphone 5s still charge on a dock with the Otterbox case, or is it too large?",0
38220,"will it pair with phonak compilot",1
11279,"How many calories in each packet?",0
57174,"am I going to be able to put my phone on my waist band w/ a clip, or find it easily? I have to be with my ph 24/7 due to my work. thanks for any input",0
29831,"Did this case always come with a magnet in the cover?",1
82476,"Does it fit for a samnsung galaxy s4 i9505?",1
94658,"Will this fit my LG Escape 870?",1
42674,"is this an unlocked phone? that I can use via tmobile?",0
114245,"Does it come with the strap as the Armour Shell case does?",1
37038,"Does this come with working battery and charger?",1
8531,"what are the ingredients?",0
43129,"bionic extended battery and docks? Does the phone fit into the standard dock and the vehicle navigation dock when the extended battery is installed?",0
20470,"How much ice the ice maker can make at once? Thank you in advance for your answers!",0
88583,"will this case work with an extended life battery pack ?",1
9095,"Does anyone know if this is non-GMO? It comes from Italy, right? I am gluten intolerant and would love to make my own pizza.",0
85058,"Can u use it as 3g? Or does it have to run on 4G?",0
76946,"Is this the same white color as the original back cover",1
97628,"is this case all hard, or is the outside kind of rubbery?",0
82508,"how to unlock the iphone 4s",0
36133,"Can you get a pen refill",1
5515,"I have francis francis x7.1, this capsulle is compatibile?",0
11781,"How far out is the  best by  date, typically? The date of the ones I just received is less than 5 months out.",0
73762,"1. does this come with an iPhone 5 lightning adapter? 2. does this come with a AC wall charger? george",0
80846,"does it have a wifi hotspot so u can connect your internet up to the laptop",1
90140,"people say they do not last long, have solved anything?",1
100699,"can you still charge it with traditional charger ie car charger?",1
62217,"Will this case work with a Snap on Carbon fiber case from cynett?",1
107571,"Can the case be charged separately from the iphone?",1
71042,"How do these attach to the cell phone or tablet? Will they work on the new Samsung S4? ...Thanks in advance for your time :)",0
26478,"Are these Frigidaire filters or generic brand",0
51322,"I currently have a verizon family pkg &amp; need a new phone. Can I transfer service to this phone w/o having to pay 2yr contract?",1
924,"Label indicates 5 calories per serving. How is that possible with 26g carbs? 26g x 4 calories/g cannot equal 5 calories. Thanks.",0
106438,"I have a screen protector that raises the screen about 1 mm. Will that cause a problem putting the case on?",1
77606,"Will this fit on the Galaxy S4 Zoom?",1
77242,"Will this hold the Note 3 or do they have a similar product for the note 3",0
106975,"What are the dimensions? Needing it to fit in back of a cycling jersey or small clutch purse....",0
35892,"Is this a brand new phone? I mean not rebranded, not refurbished?",0
87593,"are they a 3.5",1
96452,"will this fit the 5s lifeproof case?",1
84694,"will this phone work with sprint? guaranteed?",0
105924,"This charges two devices right?? (Iphone 5s, and a ipad mini for example) The picture makes it look like there is no lightning cable there. PleaseHELP",0
72095,"Can you use this to recharge a camera",1
107847,"Do I need to get any extra accessories to charge a galaxy 3?",1
57608,"Will 2 iPhone 5 s fit inside?",1
12720,"is this the same as the Baker s unsweeetened chocolate - what does Certo mean in front of the name?",1
42614,"will this phone work with reachout wireless service, I have one just like it but it is not keeping charge and I really like it.",1
110538,"Does this case have the appropriate port to charge while the case is on?",1
106719,"Does this work as a electric converter for Ireland?",1
75163,"I m having a hard time securing the display to the frame. I ve been using double sided tape but one of the corners has very little room.",0
71334,"ur photo does not show the Kyocera DuraXT cell phone but a different phon. Does the Kyocera DuraXT cell have a ESN or HEX numbea Hex # Is it unlocke",0
28557,"how much time you need to send me this product to miami?it could be before 21september of this year?",0
87902,"Does this work well with the Nexus 6? (Please do not answer unless you have actually used a Nexus 6 with this charger)",1
104186,"The item name says it s the black lumia 1520 32gb. the photos are a white phone. can you confirm the color &amp; that it s the 32gb model? thank you",0
75318,"Does it fit the the new M8?",1
44116,"Is the  extended case   required to use this battery in the Atrix 2?",1
93368,"how do I put my phone in there?its kinda hard to open",0
107993,"the phone is unlocked for Venezuela",0
52248,"will this work for a virgin mobile iphone 4? My daughter shattered her screen accidentally.",1
91561,"Is the headset adjustable, how heavy is it unpackaged, and for fast walking, will it stay on a female normal head size?",1
84101,"This kit includes fixing screws of the battery? as it is not detailed in the item and are necessary for the installation of the battery",0
61822,"dors it work with virizon",0
19627,"I m looking to upgrade to a box that is smooth on the inside. Need to know if the inside of this one is smooth so it will clean throughly? Thank-you.",0
17857,"This product is listed as having 8g protein for 3 tsp. Is this correct? All other powered PBs brands are listed as having 6g protein for 6 tsp.",1
104407,"How became weight of the device after installing the battery ?",0
39516,"ATt R225: Would like to know if this phone has a sims card that comes with it and the carrier has to be ATT.",0
29793,"Is it necessary to purchase the one with the cutter? Wouldn t the excess easily come off after sealed? Is it a clean edge if it does?",0
110122,"I m looking for a 2.5 female to a 3.5 male for the xbox one adapter, will this one work?",1
27843,"I have a whirlpool LGR7620LWO Serial # mr1017157 will this fit my dryer?",0
78545,"Works with the white S3 i9300 model? Is compatible with this model? I dont want to lose my money. This piece going to Venezuela. Thanks!",0
41850,"Will this work on an iphone 5s?",1
70211,"does this work for the 5c?",1
107284,"Will this work overseas in any country any mobile operator since it is unlocked?",1
96633,"can i increase the memory",1
81502,"Can I insert a flash drive with info on it &amp; then view the documents on my Galaxy Note?",1
110607,"What is the most efficient way if any, to take pictures and video with this case on?",0
63851,"Will this cable work for my galaxy tab 4?",1
49056,"can you use this for straight talk?",1
91321,"How do you get the phone off the car mount? I had to remove the phone from the case to get it off...and now the case is stuck to the car mount. Could",1
103844,"How can I get a sim card so I can transfer my number?",0
98725,"is the AC charger Wall charger? or Car charger?",0
26347,"Has anyone had a problem with the water going cold and having to shut off the water and restart? I had an older Excel and it had that issue.",1
48849,"Will it work with straight talk?",1
58502,"What is the difference between monthly unlimited and android unlimited except it cost $5 more?",0
18690,"Does the recipient actually have to cut and arrange the flowers upon receiving the item? or does it come already arranged like shown in picture?",0
90385,"is this for the wifi or the carrier model?",0
16555,"how many cans?",0
3956,"How does this tea compare in flavor to Yorkshire red and PG Tips? Does it taste similar, or is it maltier, brisker, brighter, stronger?",0
5606,"10 calorie cocoa mix: Does anyone know anything about the 10 calorie swiss miss packets.",0
22195,"can be used for washing shoes?",1
24846,"Does this come with the standard Mfg Warranty?",1
44148,"can use a verizon card for this phone?",1
34493,"Can someone confrim this works with the 5S, I have a 4 and its great, had for 3 years now, current one will not adjust to the longer 5S? Thanks",1
1184,"What is the content on the supplement label?",0
26140,"This fan mentions that is adjustable for height. Can you slide this up when not need and then back down when desired?",1
49556,"will the charger fit? (ya know wall adapter n all)",1
107494,"can you acsess internet for such things as facebook and twitter",1
33672,"Is this the 301125?",1
85414,"Does the front of the case fold behind phone fore easy texting?",1
8346,"can t see in description if is instant coffee...i want to send it to an office with no coffee maker. does anybody know??",1
50013,"I have a 4G LTE SIM card and my previous phone was destroyed but the SIM is still good. Will it work with this phone?",1
7797,"is miracle noodles angel hair dry",1
26123,"is it possible to take the wheels off? if so how high is it without wheels?",0
56548,"whats the color inside PLEASE HELP",0
6089,"are these pasturized with steam?",1
67616,"Since neither sellers nor reviewer can be relied upon to give dimensions or phone types, is there an online source that does?",1
65449,"Has anybody had an issue with the battery? How long does it last once you unplug it?",0
40696,"This Phone works in 3G on 850/1900mhz? How is the phisical conditions? Is AT&amp;T Branded?",0
103780,"I have samsung s3 and cricket carrier. Will these batteries work for my phone? Thank you",1
7933,"Is it safe enough for the plant to be shipped internationally? I typically receive my items 2-3 days after it has been delivered to my US address",1
76382,"can this phone do tethering",1
77713,"dose it fit the virgin mobile galaxy 3",0
74852,"How thick is this Qi receiver? I have seen some which are 0.5mm.",0
24594,"Hello, i would like to use this as the bottom meat draw on a kitchenaid superba refrigerator model number ksrb27fhss04. Will it work?",1
77463,"Does this phone work with and GSM carrier?",1
9927,"Do these contain whole tea leaves? How does the quality compare to loose leaf?",0
7211,"Where is the seed produced and where is it packed? - which country? .",0
86597,"what is the difference between the SGH-i537 and i9295? thank you",0
6533,"whats in it ,besides honey?",0
5209,"How many cakes will this cover?",0
100950,"Does this product come with the volume and power buttons?",1
75609,"does it come with the screwdrivers?",1
49593,"Does it work in Argentina?",1
43390,"Will this work with the Straight Talk Galaxy S II?",1
73984,"Will this work with the Acer TimelineU/Aspire M5 (481TG) ?",1
104700,"Does this phone work well with a regular T-mobile phone card, even though it is prepaid?",1
99782,"iOS 8 supported?",0
28926,"When dialing do the numbers light up?",0
692,"A lot of MREs come with heating thingy -- does this one?",0
95761,"How thick is the case?",0
109860,"Is it flexible (bendable and able to fold in half without breaking) or stiff like glass, unable to fold?",0
39133,"Does it is for sim card?",1
110843,"Are you able to use your headphones while having the case on?",1
7370,"nutrition facts",0
34069,"Is this charger s spec 5V 830mA with a USA plug configuration? You did not answer the previous question.",1
73373,"Does this device also cover the 1900Mhz band?",1
36483,"Can you connect this with a Verizon phone, or play through a stereo entertainment system?",0
81384,"does it come with a screen protector?",1
64550,"What is the difference between the Samsung Galaxy S3 and the mini version?",0
24495,"My GE profile has two types of male and female ends for the knobs: one for the burners and one for the double oven. Which one is this?",0
28633,"It s compatible for Dell Venue 8 Android Tablet , work on this Tablet Dell Venue 8 Android ?",0
5037,"what growth medium is used in the making of this brand? (what is it fermented on?)",0
102703,"Would all the holes/cut-outs work for a Nexus 4 (e.g camera, micro-usb, etc)?",1
52774,"Will this work for virgin mobile?",1
79376,"What is the warranty on this battery?",0
86436,"hard to get on?",0
30979,"Can I use this cell with my NIP At&amp;T ???",1
7354,"reading the reviews and i haven t received my set yet but I m wondering if its food coloring or paint? I m looking for paint",0
16122,"Will this work in a Keurig K45?",1
74286,"The model is really STL100-3? because I read in reviews that a customer received a STL100-1 model.",0
11618,"Does this bag come with a redeemable rewards star sticker, like the ones I buy at Costco? That would be a bonus.",1
27151,"Does this machine vibrate much? I live on the third floor, and can t have it banging, or movind",0
66972,"Hi! Do you have the Galaxy S3 i9300 internal memory? According to the technician, the internal memory is burned...",1
507,"Is rice bran oil an emulsifying conditioner? I need something that will act as one for my home made lotion...",1
48785,"What is its range (150 feet 1 mile?) ????",0
61816,"Can you have a phone cover on and still have it fit in the band? I have a thin cover on my 5 and would like to keep that on when running if possible.",0
103706,"Does it come with the screen protector",1
71466,"memory ram?",0
8947,"Have these jimmies been pre-rustled?",1
12242,"what is the expiration date",0
82839,"Anyone else have problems with this becoming loose on their arm?",0
93948,"It looks like it has a hole for wristlet strap to connect, does it come with a strap?",1
97799,"will this work with a NON smartphone like an LG Expression C395? This LG does have Bluetooth capbilities.",1
69922,"ist true that i pay only 25 dollars unlimited minutes and texting to international for free?",0
96444,"Does this work for iPhone 5s too?",1
63965,"Will they work with Samsung Note II?",1
10310,"Ingredients?",0
50435,"I need the size of this pouch ? I have a Samsung GT 19070.",0
8921,"Would a 16-oz bag be enough to rim 100 regular-sized cupcakes in sprinkles?",1
74229,"If I buy it now, how long will it take the phone to arrive to San Juan, Puerto Rico? Is it possible to ger here before july the 8th? Thnks!",0
17027,"Is this raw or roasted Almond Butter?",0
91024,"I have msn sync in my Escape and need better mic than the one the phone. It sounds like I am talking through long tunnel. Will this work?",1
1539,"If I pour part of bottle to another bottle and keep in the fridge, does it need to be heated before feeding my NEWBORN baby again? How can I reheat?",0
9121,"looking for samples of all powdered vegetables. do you carry these and are they listed?",0
99515,"Do we get all six colors or six in color we choose???",0
80820,"This phone only works on Straight Talk or is it unlocked for any carrier?",0
5867,"Is this oatmeal actually grown in Ireland? Thanks",1
100864,"Will this work with a Dell Venue 8?",1
45875,"will it work with the galaxy s4",1
22490,"can you tell me how many filters are in this pack?",0
13029,"Have any of you used this product for making homemade cheese and if so, what were your results?",1
11569,"I am taking warfarin and have been told coq10 should not be taken with it but the shakes have coq10 in them, what else in in the shakes.",0
45436,"What form factor SIM card is required for the phone?",0
87535,"Does this work with droid turbo by motorola",1
390,"can i put a drop or two in my 50/50 watermelon juice to sweeten it up a bit?",0
83384,"DOES IT HAVE ANDROID SYSTEM?",1
29001,"Finishing contract with Cingular: I have a contract that is finishing in September with Cingular, can I get this phone on Amazon to replace the contract when it ends?",1
17576,"How did you learn about Turmeric (doctor, friend).?",0
31728,"Can this phone be used in Cameroon?",1
28369,"I have 9  ceilings. How high does the vent go?",0
42832,"Does the SIM require a IMEI number from the phonein order to activate?",1
97557,"does this fit the 5s?",1
101894,"Can I use this T Mobile Samsung Galaxy Note 3 on Metro PCS ?",1
56809,"what kind of battery does this phone uses?",0
55512,"WILL THIS CASE FIX THE SAMSUNG MEGA",1
11350,"What is hemp seeds &amp; oil used for",0
61861,"Hi, is this fluro pink? Thanks",1
25081,"Compressor delay? Does this unit allow a programmable delay for use with a compressor so as not to shorten the life of the compressor?",0
41203,"Can this be hooked up on page plus?",1
64757,"is it protective in the front at all?",1
72255,"does the case have a rubberized feel or is it more of hard smooth plastic.",0
15540,"Can clearJel be used as a replacement of thin boiling starch?",1
95790,"WHERE DOES THIS CABLE SHIP FROM",0
27241,"I also have a Hoshizaki 4HC-H large filter for my ice machine. Do sell these filters or another brand that would fit?",0
14693,"What is the expiration date if I order it tomorrow?",0
946,"How many in a package for 60 dollars?",0
14327,"Why are they being packaged in a brown paper bag?",0
14414,"I have a nescafe dolce gusto. will these fit my maker? I love the maker but cant find anyting to use other then the makers brand and its so high$$ :-(",1
21164,"how do you add water",0
35932,"Will this screen fit 8G ipod touch 3rd generation?",1
35315,"how do you remove from white iphone to replace?",0
97693,"Is it possible to apply a case after the skin is fully attached?",1
18157,"Can this be used to make bulletproof coffee?",1
78543,"Is this case gel or a hard plastic?",0
60354,"Does this work with carriers in India ? What is the sim type ? will this work with T Mobile in USA ?",0
33040,"does the phone come with a battery? charger and what if anything else",1
20827,"will these filters fit on GE stoves?",1
90909,"does this cable work for a nexus 7 2013 model?",1
36386,"Is it combatible with the new Samsung Gaxaly S III?",1
27405,"How tall is it?",0
48291,"THIS PHONE IT IS UNLOCKED?",0
7008,"Why does it say 100% beef then list all these ingredients? Water, Sugar, Less Than 2% Salt, Corn Syrup Solids, Dried Soy Sauce (Soybeans, Salt, Wheat)",0
46546,"How long does the battery last for?",0
112492,"Does the Z2 D6503 LTE work in USA as well as Europe? In particular, will work with AT&amp;T LTE in North America and Orange in Romania?",0
17304,"Are these gluten free?",1
4633,"what is the weight",0
57656,"How long does it take to charge the phone?",0
96622,"Is it compatible with iphone 5s? Is the wrist clamp adjustable to your wrist size?",0
82666,"i see the case has a hole for a strap, does it come with a matching strap?",1
40475,"the phone is good sm",0
85489,"will this belt clip fit a samsung s3 with a thin aluminum case on it?",1
27052,"why is there so many incrustation after boiling",0
108468,"will these work for the ipod touch 4 or 5?",0
30133,"Can you blow up an air mattress or twin air bed with this inverter? Thanks!",0
76298,"Do the air gestures on the galaxy s4 still work with this screen protector?",1
79481,"Does the magnet interfere with credit/transit cards?",1
90477,"Is this fit Apple Iphone 5s?",1
79878,"vw",0
38367,"would these work for language learning programs like rosetta stone?",1
9290,"does this containcaffein",1
28931,"Treo 700: Has anyone used this with the TREO 700?",0
15989,"Is this sugar free?",1
98232,"Do you always need to plug it into the wall for it to work or does it charge the internal battery making it portable?",0
36405,"why is blue jaw bone 144.00 the purple 179 and the red 129 are thay the same",0
86133,"or lumia 925 has the Polish language",0
57724,"how do you recharge the battery pack?",0
74328,"The USB ports on the back of my clock dont seem to work. Any advice for how to get the clock to charge my iPhone 4s?",0
91404,"Samsung S4 Active users: When on the QI charger it does not constantly charge. It charges, stops, charges, stops. Any suggestions?",0
21199,"I have a older Kenmore dryer and need a heater thermostat part# 341195. Is the one available or an alternate that will perform the same job?",0
33367,"Does this case work with a HTC One (M7) with a protective case?",1
87460,"People have recommended the  more expensive one with a better mount ..is that the white one which is $10...or are there other models w/ better mount?",0
99956,"Are they 15 inches long before being stretched or when fully extended?",0
110276,"are there speaker holes? can you hear music out of it",1
40874,"I just received this and can t figure out how to attach it. I have an Iphone 5C and it has an Otterbox cover.",0
96907,"will it work with Lycamobile as i can get sim card from them?",1
110883,"Will it work in Germany? Is 3G is enough? than you, friends!",0
1893,"what is it used for?",0
73369,"can u take pictures under water",1
98187,"will this work with wind moble in canada",1
60739,"Is the AT&amp;T iPhone 5 compatible with T-Mobile if you get a nano sim card for it?",1
88422,"Where can I buy the case for this phone? It s a good phone, but the cases from the real phone do not fit for this phone.",0
20746,"Do you have any issue with the grates sliding around and/or do you see issues with the glass getting scratched up over time?",0
98566,"Will it fit on Note 4?",1
65911,"how many minutes is the $ 50.00 and how many service days ? thanks !",0
83886,"will this work on a gz one commando",1
30771,"Please I want to ask anyone already bought and tried this booster if I can install the antenna on the roof about 8 mete wire to link with the booster?",0
1466,"do they taste good and can one cook with them",0
12615,"i ordered and received a pkg of the advertised  organic  potato flakes, but no where on the pkg is it claimed to be Organic. what s going on here?",0
79079,"I m not very clear about this, but does GSM mean that it usues SIM cards?! Also, does it come with its charger and all of that?!",0
48994,"How many amps is the output?",0
71232,"where can I choose the color when place an order?",0
83163,"This phone comes with internal flash and camera?",0
111780,"Does it work with MetroPCS or T-Mobile 4G LTE? Is it a 4G LTE phone?",0
4837,"What ingredients are in with the hibiscus flowers, IE sugar, preservatives, etc",0
100211,"battery has 3 pin or 4 pin ?",0
99245,"is this price for two phones",1
42431,"can it text message",1
94634,"1. When calls are made, what do you do with the cover? Does it fold back perhaps? 2. Can you be on the phone with the cover closed?",0
84577,"What about with DSLR cameras that have a 2.5mm mic output?",0
60197,"In the picture this battery is plugged into both the wall and an iPhone. Can this battery be charged while simultaneously charging phones?",1
81418,"how long does it take to get to your house",0
46121,"Does this phone work with the Ford SYNC system? The 840G does not.",1
76441,"Compatible with Moto G?",0
28621,"can I use it in Europe with a converter to 220V ?",1
55734,"does this phone have the threaded texting conversation view? I bought the samsung flight II and it didn t,",1
112690,"Is this charger UL approved?",1
54478,"will this lg 235c work on a straight talk service card",1
70411,"Does this work with a 30 pin Yamaha YDS-12 docking station?",1
39346,"will it work with straight talk prepaid",1
63014,"headphone jack and some sort of usb jack, or proprietary connector?",0
84719,"will phone work in Caribbean Trinidad and Tobago dual/quad band etc.",1
86226,"Will this shell and case fit the new HTC One M8?",1
63927,"I am with consumer cellular...all works great, except data...can t get data to work. Any ideas? thanks",1
13331,"Do the 2 oz pkg contain about 2 Tablespoons each?",1
99227,"Is this case scratch resistant?",1
56396,"what are the dimensions of the case?",0
98602,"i have a blu phone, is this compatible?",1
44950,"i would like to know if this battery is for samsun galaxy note n7000. its that correct?",0
25625,"I have a 110.45081404 Kenmore Washer will this pump work?",0
23154,"Do you have to have a down draft with this cooktop?",1
52975,"does it matter what service provider you use?",1
17241,"Is it GE?",1
40745,"Is this phone consumer cellular compatible?",1
2035,"How much sodium per serving and what is the serving size?",0
85959,"how do you set up gps",0
75986,"can i use this on a verizon contract",1
61269,"Is this phone unlocked?",1
42932,"Can it be used for an iPhone 3GS",1
84078,"Is the back protector also made of tempered glass?",1
43059,"range? Im a truck driver, Im in and out of the cab and would like to be able to talk on the phone while at the back of my trailer 70ft away.",0
17883,"On orders today what is the expiration date on the item as of 10/24/14",0
52664,"Do you have to have the tripod attached?",1
104635,"Will it work with the surface rt? Is this a non-wacom stylus?",0
107148,"Will this unit auto connect to my phone once I turn my car on? And if so, does it auto start music playback?",0
57514,"does it work on t-mobile version?",1
6828,"how many servings and calories per 3 oz bag?",0
7130,"Is there sugar added?",1
105573,"you can upgrade to 4.2.0 androi?",0
106258,"A few reviews say that the iphone6 w/ a case will not charge&amp;fit correctly. Have others had this experience and will it charge correctly w/out a case?",0
86005,"Is this an actual apple OEM iPhone 5 screen?",1
16626,"does this need to be refrigerated?",1
79526,"does the phone slide into the case",1
101448,"does it have beats audio?",1
83564,"Will this work with iPhone 5 with iOS7 ?",1
47315,"Is the part that holds the phone hard plastic or flexible?",0
7371,"What is the diameter of the container? A real-life comparison is fine (silver dollar, poker chip, etc.). Thanks in advance for your help!",0
105835,"Is the mount able to hold onto a phone that does not have a flat back? For example the HTC One s back is convex and is not perfectly flat.",1
5594,"Have you ever sended this hemp product to Venezuela? I don t know if is it possible here. Thank you",1
92868,"Is there any way to attach a cord to this case (does it have a lanyard hole)?",1
47291,"Does this phone work in Nigeria?",1
47234,"Is this a contract phone? Or a pay as you go phone?",0
69280,"Does this replace the S3 phone back cover or does the existing cover snap into place in this case?",0
109158,"I just finished installing this screen and it works great. The only issue is that once the screen is completely seated, the vibrate won t work. anyone else encounter this?",0
54383,"Can you tell me if this unit will pair with my Garmin nuvi 2597? Garmin says it will only pair with certain ones with same technology.",0
100380,", 12  ??? this product gives the dimensions as, Dimensions: 12.6 x 6 x 0.9 in",0
69639,"Hello I would like to know if this phone is unlocked for work in Venezuela with any GSM network in the description of the phone doesn t say so..",0
7493,"Why aren t there any  5 Star  reviews in the past year? Reviews from over a year ago aren t helpful if the taste has changed as I saw in 1 comment.",0
109759,"Is this a gel skin",1
94913,"does it come with a usb charger",1
104272,"How does the phone attach to the case back?",0
24704,"Mine is kitchenaid KUDS01FLSS6. Tha manual says the part number is 8535568. But your item says Whirlpool. Is it the right part for my washer. Thanks",1
81006,"How long does it take to charge?",0
89524,"is the charging cord included?",1
26681,"will this fit my whirlpool fridge #ed5gndxwd00?",1
85886,"Is this waterproof and does it have a screen protector",0
109305,"does the belt clip rotate?",1
114125,"How long it takes to fully charge the battery?",0
50733,"Does it work with all carries? At&amp;t T-Mobile????",0
93715,"Is the screen protector attached to the case?",1
105058,"How long does the phone need to be charged? It won t turn on",0
68111,"Can I use it to charge an iPad?",1
95961,"is dual sim?",1
14389,"Is the tea greenish or brown when brewed? I ve read if it is brown then it is low quality and not giving the benefits it should.",0
49052,"Are these phones sold in the original go phone packaging? I would like to resale and need the original packaging.",1
4042,"How many servings are in one can?",0
50519,"How long does it take to arrive?",0
78389,"will this fit the sph l710 samsung galaxy s3?",1
4078,"Does this work for the water cure? Water cure is mixing water with a small amount of salt for health benefits.",1
47014,"would this be ok for a galaxy 3 ?",1
73290,"Does this fit an iphone 5c phone with an armourbox on it (generic otterbox)",1
62047,"What is the exact length of this OTG cable?",0
64427,"Does this case have plastic that covers the screen of the phone?",1
32467,"Does this work for Nokia Lumia phone",1
25216,"Does this part fit the whirlpool model# WRS325FDAM",1
30791,"My 2004 Honda ex coupe w/o nav sys MKi9100 system does not work. Is this item the COMPLETE kit with all parts? I want to change out all the parts for",1
15960,"Can LYFE Kitchen meals be prepared in a conventional oven? If yes, what are the instructions?",0
84698,"So, you are saying that someone can plug their phone into the charging station and listen to like IHeart Radio or Pandora through the system??",0
102907,"How can I charge it?",0
21316,"Does this model allow for a connection to your dishwasher?",1
79788,"I want the phone dimensions",0
34753,"Will this fit an iphone 3gs?",1
20245,"i have kitchenaid electric stove model KECS 100 SOB 1,,,i wanted to know if these chrome plated bowls fit into my stove?",0
40542,"I already have the one bought for my iPhone 5s. Can I buy just the head for the iPhone 6+?",1
60824,"does the phone require sim card or can you connect it online such as other sprint phones?",0
9726,"how long after expiration date can you use it? I have a 2 yr. old jar",0
16709,"I can t seem to find the instructions for my starter kit - help! can anyone share? thanks,",1
48924,"Can I charge things all at once? A Iphone and a Ipad and maybe another another sometimes? or laptop plugged in?",0
63108,"Will it work with the new Iphone 6 ?",1
43298,"does this product work with samsung galaxy tab 2 10.1",1
88314,"It doesn t appear to be able to slide out the top. there seems to be a ridge on both the bottom and top. how does it slide out?",0
66471,"I ordered this and it did not come with the adhesive. Can you install this without the adhesive????? If not then you should include this",1
69590,"Will it fit if you already have it in a slim case, or must you remove the case first? Thanks!",0
81845,"the question is for the owner. does it fit galaxy s4 I337 model?",1
103533,"Will this work with my Gateway One ZX4270-UB31 (since is doesn t have an hdmi port just a bunch of usb ports)?",1
20955,"Can an electrician install this or do you have to call GE?",0
13666,"Has anyone tried these with a Starbucks verismo machine? Do they work?",0
40222,"can i use any simcard",1
